source_id,parent_source_id,url,referer,error,label
gif_anime2_0008_00009,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/09/Gifsmith-fd4e0268-2-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0005_00053,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2016/11/Gifsmith-b08962bf-0.gif,https://gif.anime2.net/tag/%E3%82%B5%E3%83%BC%E3%83%95%E3%82%A3%E3%83%B3,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0008_00014,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/07/Gifsmith-76042020-10-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0008_00017,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/07/Gifsmith-fa1c735d-5-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0005_00051,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2017/01/Gifsmith-400fbd9f-0.gif,https://gif.anime2.net/tag/%E3%82%B5%E3%83%BC%E3%83%95%E3%82%A3%E3%83%B3,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0005_00056,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2016/08/Gifsmith-d7a84bbd-2.gif,https://gif.anime2.net/tag/%E3%82%B5%E3%83%BC%E3%83%95%E3%82%A3%E3%83%B3,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0008_00007,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/09/Gifsmith-01c86a05-3-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0008_00015,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/07/Gifsmith-6b0ac467-6-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0008_00012,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/07/Gifsmith-d5433884-6-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0005_00057,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2016/07/Gifsmith-45f0ef97-23.gif,https://gif.anime2.net/tag/%E3%82%B5%E3%83%BC%E3%83%95%E3%82%A3%E3%83%B3,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
gif_anime2_0008_00008,gif_anime2,https://gif.anime2.net/wp/wp-content/uploads/2018/09/AZu6x1m-thumb.jpg,https://gif.anime2.net/category/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84,RuntimeError('HTTP 503'),gif.anime2 実GIFアーカイブ
